keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.yi_sun_sin.discipline.name,군기 진작,Discipline,Discipline,Disciplina,Disciplina,軍紀振興,Πειθαρχία,振奋军纪,振奋军纪,Дисциплина,Disciplina,Dyscyplina,Disziplin
card.yi_sun_sin.discipline.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.hold_formation.name,진형 사수,Hold Formation,Maintenir la formation,Mantieni la formazione,Mantener formación,陣形死守,Διατήρηση Σχηματισμού,坚守阵型,坚守阵型,Удержать построение,Manter Formação,Utrzymaj Formację,Formation halten
card.yi_sun_sin.hold_formation.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.regroup.name,전열 정비,Regroup,Regroupement,Raggruppamento,Reagrupar,戦列整備,Ανασύνταξη,整顿阵列,整顿阵列,Перегруппировка,Reagrupar,Przegrupowanie,Neuformierung
card.yi_sun_sin.regroup.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.fleet_command.name,함대 지휘,Fleet Command,Commandement de la flotte,Comando della flotta,Mando de la flota,艦隊指揮,Διοίκηση Στόλου,舰队指挥,舰队指挥,Командование флотом,Comando da Frota,Dowodzenie Flotą,Flottenkommando
card.yi_sun_sin.fleet_command.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.volley_fire.name,일제 사격,Volley Fire,Feu de volée,Fuoco di volata,Fuego de volea,一斉射撃,Ομοβροντία,一齐射击,一齐射击,Залповый огонь,Disparo em Salva,Ostrzał Salwą,Salvenfeuer
card.yi_sun_sin.volley_fire.archetype,거북선,Turtle Ship,Bateau-tortue,Nave tartaruga,Barco tortuga,亀甲船,Πλοίο-Χελώνα,龟船,龟船,Корабль-черепаха,Navio Tartaruga,Statek-Żółw,Schildkrötenschiff
card.yi_sun_sin.command_instinct.name,지휘 본능,Command Instinct,Instinct de commandement,Istinto di comando,Instinto de mando,指揮本能,Ένστικτο Διοίκησης,指挥本能,指挥本能,Командирский инстинкт,Instinto de Comando,Instynkt Dowódcy,Befehls-Instinkt
card.yi_sun_sin.command_instinct.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.formation_bond.name,진형 결속,Formation Bond,Lien de formation,Legame di formazione,Vínculo de formación,陣形結束,Δεσμός Σχηματισμού,阵型团结,阵型团结,Связь построения,Vínculo de Formação,Więź Formacji,Formations-Bindung
card.yi_sun_sin.formation_bond.archetype,학익진,Crane Wing,Aile de grue,Ala di gru,Ala de grulla,鶴翼の陣,Σχηματισμός Γερανού,鹤翼阵,鹤翼阵,Журавлиное крыло,Asa de Grou,Skrzydło Żurawia,Kranichflügel
card.yi_sun_sin.decisive_strike.name,사지결단,Decisive Strike,Frappe décisive,Colpo decisivo,Golpe decisivo,四肢決断,Αποφασιστικό Χτύπημα,决死一战,决死一战,Решающий удар,Golpe Decisivo,Decydujący Cios,Entscheidender Schlag
card.yi_sun_sin.decisive_strike.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.all_in.name,이판사판,All In,Tout pour le tout,Tutto per tutto,Todo o nada,一か八か,Τα Παίζω Όλα,孤注一掷,孤注一掷,Ва-банк,Tudo ou Nada,Wszystko,Alles auf eine Karte
card.yi_sun_sin.all_in.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.miraculous_recovery.name,기사회생,Miraculous Recovery,Récupération miraculeuse,Ritorno alla vita,Recupero milagroso,起死回生,Θαυματουργή Ανάρρωση,死里逃生,死里逃生,Чудесное восстановление,Recuperação Milagrosa,Cudowna Odnowa,Wundersame Genesung
card.yi_sun_sin.miraculous_recovery.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.crisis_breakthrough.name,위기 돌파,Crisis Breakthrough,Percée de crise,Svolta nella crisi,Ruptura de crisis,危機突破,Διάσπαση Κρίσης,突破危机,突破危机,Прорыв из кризиса,Avanço de Crise,Przełom Kryzysu,Krisen-Durchbruch
card.yi_sun_sin.crisis_breakthrough.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.death_charge.name,사즉생 돌격,Death Charge,Charge mortelle,Carica mortale,Carga de muerte,死即生突撃,Έφοδος Θανάτου,死中求生突击,死中求生突击,Смертельная атака,Carga Mortal,Śmiertelna Szarża,Todes-Angriff
card.yi_sun_sin.death_charge.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.bloody_battle.name,혈전,Bloody Battle,Bataille sanglante,Battaglia sanguinosa,Batalla sangrienta,血戦,Αιματηρή Μάχη,血战,血战,Кровавая битва,Batalha Sangrenta,Krwawa Bitwa,Blutige Schlacht
card.yi_sun_sin.bloody_battle.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.war_drum.name,독전,War Drum,Tambour de guerre,Tamburo di guerra,Tambor de guerra,督戦,Τύμπανο Πολέμου,督战,督战,Боевой барабан,Tambor de Guerra,Bęben Wojenny,Kriegstrommel
card.yi_sun_sin.war_drum.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.fighting_spirit.name,투지,Fighting Spirit,Esprit combatif,Spirito combattivo,Espíritu de lucha,闘志,Μαχητικό Πνεύμα,斗志,斗志,Боевой дух,Espírito de Luta,Bojowy Duch,Kampfgeist
card.yi_sun_sin.fighting_spirit.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.yi_sun_sin.phoenix.name,불사조,Phoenix,Phénix,Fenice,Fénix,不死鳥,Φοίνικας,不死鸟,不死鸟,Феникс,Fênix,Feniks,Phönix
card.yi_sun_sin.phoenix.archetype,필사즉생,Death or Glory,La mort ou la gloire,Morte o gloria,Muerte o gloria,必死即生,Θάνατος ή Δόξα,必死即生,必死即生,Смерть или Слава,Morte ou Glória,Śmierć lub Chwała,Tod oder Ruhm
card.joan_of_arc.strike.name,스트라이크,Strike,Frappe,Colpo,Golpe,ストライク,Χτύπημα,打击,打击,Удар,Golpe,Cios,Schlag
card.joan_of_arc.strike.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.defend.name,디펜드,Defend,Défense,Difesa,Defensa,ディフェンド,Άμυνα,防御,防御,Защита,Defesa,Obrona,Verteidigung
card.joan_of_arc.defend.archetype,신성,Divine,Divin,Divino,Divino,神聖,Θεϊκό,神圣,神圣,Божественное,Divino,Boskie,Göttlich
card.joan_of_arc.holy_smite.name,신성 강타,Holy Smite,Frappe sacrée,Colpo sacro,Golpe sagrado,神聖打,Άγιο Χτύπημα,神圣打击,神圣打击,Святая кара,Castigo Sagrado,Święta Kara,Heilige Strafe
card.joan_of_arc.holy_smite.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.shield_prayer.name,방패 기도,Shield Prayer,Prière du bouclier,Preghiera dello scudo,Oración del escudo,盾の祈り,Προσευχή Ασπίδας,盾牌祈祷,盾牌祈祷,Молитва щита,Oração de Escudo,Modlitwa Tarczy,Schild-Gebet
card.joan_of_arc.shield_prayer.archetype,신성,Divine,Divin,Divino,Divino,神聖,Θεϊκό,神圣,神圣,Божественное,Divino,Boskie,Göttlich
card.joan_of_arc.divine_ray.name,신성의 빛,Divine Ray,Rayon divin,Raggio divino,Rayo divino,神聖光線,Θεϊκή Ακτίνα,神圣光线,神圣光线,Божественный луч,Raio Divino,Boski Promień,Göttlicher Strahl
card.joan_of_arc.divine_ray.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.holy_bolt.name,신성 화살,Holy Bolt,Éclair sacré,Fulmine sacro,Rayo sagrado,神聖矢,Άγιο Βέλος,神圣箭矢,神圣箭矢,Святая молния,Raio Sagrado,Święta Strzała,Heiliger Blitz
card.joan_of_arc.holy_bolt.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.holy_wave.name,신성의 물결,Holy Wave,Vague sacrée,Onda sacra,Ola sagrada,神聖波,Άγιο Κύμα,神圣波涛,神圣波涛,Святая волна,Onda Sagrada,Święta Fala,Heilige Welle
card.joan_of_arc.holy_wave.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.martyrs_strike.name,순교자의 일격,Martyr's Strike,Frappe du martyr,Colpo del martire,Golpe del mártir,殉教者の一撃,Χτύπημα Μάρτυρα,殉教者之击,殉教者之击,Удар мученика,Golpe do Mártir,Cios Męczennika,Schlag des Märtyrers
card.joan_of_arc.martyrs_strike.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.crusade.name,십자군,Crusade,Croisade,Crociata,Cruzada,十字軍,Σταυροφορία,十字军,十字军,Крестовый поход,Cruzada,Krucjata,Kreuzzug
card.joan_of_arc.crusade.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.holy_lance.name,신성 창,Holy Lance,Lance sacrée,Lancia sacra,Lanza sagrada,神聖槍,Άγια Λόγχη,神圣长枪,神圣长枪,Святое копьё,Lança Sagrada,Święta Włócznia,Heilige Lanze
card.joan_of_arc.holy_lance.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.holy_judge.name,신성 심판,Holy Judge,Juge sacré,Giudice sacro,Juez sagrado,神聖審判,Άγιος Κριτής,神圣审判,神圣审判,Святой судия,Juíz Sagrado,Święty Sędzia,Heiliger Richter
card.joan_of_arc.holy_judge.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.divine_wrath.name,신성의 분노,Divine Wrath,Courroux divin,Collera divina,Ira divina,神聖の怒り,Θεϊκή Οργή,神圣之怒,神圣之怒,Божественный гнев,Ira Divina,Boski Gniew,Göttlicher Zorn
card.joan_of_arc.divine_wrath.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.divine_punishment.name,신성한 징벌,Divine Punishment,Châtiment divin,Punizione divina,Castigo divino,神聖な懲罰,Θεϊκή Τιμωρία,神圣惩罚,神圣惩罚,Божественная кара,Punição Divina,Boska Kara,Göttliche Strafe
card.joan_of_arc.divine_punishment.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.archangels_wrath.name,대천사의 분노,Archangel's Wrath,Courroux de l'Archange,Collera dell'Arcangelo,Ira del Arcángel,大天使の怒り,Οργή Αρχαγγέλου,大天使之怒,大天使之怒,Гнев архангела,Ira do Arcanjo,Gniew Archanioła,Zorn des Erzengels
card.joan_of_arc.archangels_wrath.archetype,신성공격,Divine Attack,Attaque divine,Attacco divino,Ataque divino,神聖攻撃,Θεϊκή Επίθεση,神圣攻击,神圣攻击,Божественная атака,Ataque Divino,Boski Atak,Göttlicher Angriff
card.joan_of_arc.holy_touch.name,성녀의 손길,Holy Touch,Toucher sacré,Tocco sacro,Toque sagrado,聖女の導き,Άγιο Άγγιγμα,圣女之抚,圣女之抚,Святое прикосновение,Toque Sagrado,Święty Dotyk,Heilige Berührung
card.joan_of_arc.holy_touch.archetype,축복,Blessing,Bénédiction,Benedizione,Bendición,祝福,Ευλογία,祝福,祝福,Благословение,Bênção,Błogosławieństwo,Segen
card.joan_of_arc.blessing_of_light.name,축복의 빛,Blessing of Light,Bénédiction de lumière,Benedizione della luce,Bendición de luz,祝福の光,Ευλογία του Φωτός,祝福之光,祝福之光,Благословение света,Bênção da Luz,Błogosławieństwo Światła,Segen des Lichts
card.joan_of_arc.blessing_of_light.archetype,축복,Blessing,Bénédiction,Benedizione,Bendición,祝福,Ευλογία,祝福,祝福,Благословение,Bênção,Błogosławieństwo,Segen
card.joan_of_arc.hymn.name,성가,Hymn,Hymne,Inno,Himno,聖歌,Ύμνος,圣歌,圣歌,Гимн,Hino,Hymn,Hymne
card.joan_of_arc.hymn.archetype,축복,Blessing,Bénédiction,Benedizione,Bendición,祝福,Ευλογία,祝福,祝福,Благословение,Bênção,Błogosławieństwo,Segen
card.joan_of_arc.purifying_flame.name,정화의 불꽃,Purifying Flame,Flamme purificatrice,Fiamma purificatrice,Llama purificadora,浄化の炎,Φλόγα Εξαγνισμού,净化之火,净化之火,Очищающее пламя,Chama Purificadora,Oczyszczający Płomień,Reinigende Flamme
card.joan_of_arc.purifying_flame.archetype,정화,Purification,Purification,Purificazione,Purificación,浄化,Εξαγνισμός,净化,淨化,Очищение,Purificação,Oczyszczenie,Reinigung
card.joan_of_arc.self_sacrifice.name,자기희생,Self-Sacrifice,Sacrifice de soi,Autosacrificio,Sacrificio personal,自己犠牲,Αυτοθυσία,自我牺牲,自我牺牲,Самопожертвование,Auto-Sacrifício,Samopoświęcenie,Selbstopfer
card.joan_of_arc.self_sacrifice.archetype,순교,Martyrdom,Martyre,Martirio,Martirio,殉教,Μαρτύριο,殉教,殉教,Мученичество,Martírio,Męczeństwo,Märtyrertum
card.joan_of_arc.orleans_charge.name,오를레앙의 돌격,Orleans Charge,Charge d'Orléans,Carica di Orléans,Carga de Orleans,オルレアンの突撃,Έφοδος της Ορλεάνης,奥尔良突击,奥尔良突击,Атака Орлеана,Carga de Orléans,Szarża Orleanu,Orleans-Angriff
card.joan_of_arc.orleans_charge.archetype,성전,Crusade,Croisade,Crociata,Cruzada,聖戦,Σταυροφορία,圣战,聖戰,Крестовый поход,Cruzada,Krucjata,Kreuzzug
card.joan_of_arc.miracle_revive.name,기적의 부활,Miracle Revive,Résurrection miraculeuse,Rianimazione miracolosa,Resurrección milagrosa,奇跡の復活,Θαυματουργή Αναβίωση,奇迹复活,奇迹复活,Чудесное воскрешение,Reviver Milagroso,Cudowne Wskrzeszenie,Wundersame Wiederbelebung
